title,box_off_num
"사랑한다, 사랑하지 않는다",378654.801237154
"혜화, 동",25788.103240727014
글러브,1290365.8160557656
가문의 귀환,200188.97450446026
잔혹한 앵글의 로망스,799.1228447519567
나의 PS 파트너,297379.45584628603
롤플레이,893.410390964288
마티나,1817.5433798407228
음치 클리닉,852651.4380210113
남영동1985,25682.10299275093
돈 크라이 마미,20101.39923719866
반드시 크게 들을 것 2 : Wild Days,1742.9891042307022
범죄소년,31755.158119607655
내가 살인범이다,540220.026414669
터치,9456.027999974727
늑대소년,565550.2940559697
맥코리아,1124.5806864267572
용의자X,632135.8048990781
하나안,2802.58395827226
투 올드 힙합 키드,1704.3768955386909
한경직,1904.302589058815
미운오리새끼,268160.21950446325
황제펭귄 펭이와 솜이,1841.611311018085
두 개의 문,2197.682432413844
I AM,49669.05695727961
후궁 : 제왕의 첩,643022.9916966001
"안녕, 하세요!",9022.384977316027
천국의 아이들,2968.6249182812267
할머니는 일학년,2077.350028007006
두레소리,3620.833214666765
"봄, 눈",111520.61615036248
은교,219688.26473296317
간기남,762368.8852534529
시체가 돌아왔다,378128.44158293225
말하는 건축가,2536.017906342748
밀월도 가는 길,3694.6352057769236
파파,545696.2031352749
점박이:한반도의 공룡3D,3738.574876005941
댄싱퀸,3547710.02022279
누구의 딸도 아닌 해원,1888.9719686169212
신세계,1411927.5998025243
굿바이 홈런,1695.1305887360822
불륜의 시대,1729.8791116782877
남쪽으로 튀어,1098910.8629786167
좋은 친구들,448104.27127510816
지슬 - 끝나지 않은 세월 2,3610.121709784593
누구나 제 명에 죽고 싶다,1890.582107174392
사이코메트리,160712.71397622427
환상속의 그대,2956.1345956449786
몽타주,819427.6750435308
"힘내세요, 병헌씨",4709.24836612567
꼭두각시,1119.7677320861892
홀리,2910.454413737559
마이 라띠마,303616.98006134236
더 테러 라이브,411243.8484666915
슈퍼피쉬 - 끝없는 여정,1846.4618242092386
콩가네,2869.539029814433
허풍,1715.1722099964747
젊은 엄마,1136.7397206176504
노라노,1901.283702831812
노브레싱,78071.14567508645
말하는 건축 시티:홀,1755.9203523533427
댄서김의 은밀한 교수법,759.1794826316797
소원,367467.56020471815
고양이 소녀,1451.8335827091144
롤플레이 2 : 동침,1286.6423023771551
동창생,1298112.3265512993
용의자,1322792.1371240364
미녀전쟁,2669.2659196902264
캐치미,454933.7438179685
그 강아지 그 고양이,10380.562324600533
화려한 외출,1185.329610413124
오하이오 삿포로,359.59443113141555
마이 리틀 히어로,344144.7051382291
박수건달,1140441.337578564
배꼽,2983.4029845160017
나가요 미스콜,1972.0162816816082
우아한 거짓말,598825.5058639883
미스터 컴퍼니,2467.4566296901603
우리별 일호와 얼룩소,967.2676106803483
찌라시: 위험한 소문,1409145.8322083887
조선미녀삼총사,1257230.3668717039
만찬,7497.823888188994
한 번도 안 해본 여자,2479.077697622305
살인자,2406.1545368247253
  이것이 우리의 끝이다,4656.297091298619
그댄 나의 뱀파이어,1235.1464445771403
황제를 위하여,120489.02033878103
레디액션! 폭력영화,1633.1077533463854
스퀴시랜드,2159.966262811436
우는 남자,2104272.481106985
하이힐,810303.9656322601
도희야,34692.847455813026
표적,629316.9615887413
10분,143465.00071932614
메이크 유어 무브,20492.284934138763
카토 프로젝트,889.7227375581964
녀녀녀,3010.9588119161126
방황하는 칼날,985618.4685005876
바리새인,1943.7537939586928
욕망의 독: 중독,1486.473201953502
설계,2277.22465935003
레쓰링,529.5382747345258
원 컷 - 어느 친절한 살인자의 기록,1492.538056854737
픽업 아티스트,10111.790354898412
옹녀뎐,1240.2743082806178
왓니껴,43720.06052161008
족구왕,22837.319877083268
내 연애의 기억,1028.578346463826
바세코의 아이들,1730.263276878772
명량,7190321.882519512
군도: 민란의 시대,8876144.487229135
산타바바라,6291.994994064157
나는 야한 여자가 좋다,959.7739631864076
숙희,1230.5146359120192
더 테너 리리코 스핀토,193664.04680800947
기술자들,1744215.21163829
신화 라이브 3D 더 레전드 컨티뉴스,526.8116500545567
악사들,2849.291108484136
울언니,3236.5944834193965
정사: 위험한 성적유희,1080.297241993904
레디액션 청춘,91854.99525233688
"제자, 옥한흠",2764.995403115949
환상,1258.8091971283434
위층여자,1212.5114923513472
가자! 장미여관으로 3 - 방황,785.2290592699126
나는 야한 여자가 좋다 3,959.7739631864076
스물,764229.893557989
그라운드의 이방인,387.10827961355363
살인의뢰,266180.1565859655
살인캠프,1616.5749720830242
헬머니,476352.2483339513
조류인간,5033.677319540253
최강전사 미니특공대 : 새로운 악당의 습격,1661.5750318124522
생각보다 맑은,1780.4692887455963
고양이 장례식,12854.47495583195
설해,41542.50542628868
나의 절친 악당들,474356.7061788585
연평해전,1199527.348431653
극비수사,1020852.261553727
성난 화가,1172.4063854355566
은밀한 유혹,971240.4154221447
혜경궁 홍씨,4462.089964574564
무뢰한,574751.1219195538
간신,2975298.330946672
연애의 맛,60006.47560395809
잡식가족의 딜레마,1354.660080944721
플랑크 상수,1418.2439385050718
장수상회,2119038.1359837884
파울볼,2097.956621953118
춘희막이,2566.3188813832303
덫: 치명적인 유혹,1428.378532573205
션샤인 러브,2532.3605172457665
사도,2195284.597518197
돼지 같은 여자,33535.992663309284
사랑이 이긴다,3041.9723590539325
슈퍼레이서 엔지,3318724.8274918688
제 7기사단,4317.049122805034
고백,1946.8490830489084
미쓰 와이프,291850.4779509594
위로공단,3236.9066223894406
베테랑,4852184.395485554
악인은 살아 있다,2227.6965466300276
쓰리 썸머 나잇,97052.45945154243
마돈나,41023.95394349146
"나의 아들, 나의 어머니",243.2858925710651
슬픈남자,2035.2062172358105
타이밍,4017.701184068396
타투,14404.33701500926
어떤이의 꿈,2056.8711080252456
해에게서 소년에게,1944.0497969434243
울보 권투부,2258.4437899095924
어떤살인,14399.748847757406
말하지 못한 비밀,3389.5363372086367
조선안방 스캔들-칠거지악 2,1413.5836155207626
