title,box_off_num
엄마는 창녀다,995.1304391135383
위험한 상견례,984674.9700441008
간증,5769.798475574072
"사랑한다, 사랑하지 않는다",118197.67062573573
"혜화, 동",16793.69625759823
글러브,574181.112852481
가문의 귀환,240858.30619417998
잔혹한 앵글의 로망스,357.91149760561933
나의 PS 파트너,578657.8515020787
롤플레이,774.2397790094353
마티나,922.0560931524052
음치 클리닉,1210526.487818244
남영동1985,5313.266482789186
돈 크라이 마미,52128.70660649409
반드시 크게 들을 것 2 : Wild Days,2257.4392932800247
범죄소년,5749.185698522688
내가 살인범이다,1226266.1006077686
터치,5926.937911052861
늑대소년,804853.124702469
맥코리아,1812.1608534812106
용의자X,873210.2897281481
하나안,1299.0201212438308
투 올드 힙합 키드,2188.5129118499253
한경직,2475.017921330988
미운오리새끼,134292.45538237796
황제펭귄 펭이와 솜이,2471.3818078731797
두 개의 문,2695.5788237713405
I AM,225720.47871939017
후궁 : 제왕의 첩,1004004.5184813871
"안녕, 하세요!",29703.28280010622
천국의 아이들,1936.2067402642654
할머니는 일학년,3188.879858061655
두레소리,3376.252703002625
"봄, 눈",140243.0372068696
은교,149106.2296361828
간기남,1203258.3383022365
시체가 돌아왔다,712170.4630778268
말하는 건축가,2920.3487845811214
밀월도 가는 길,4142.669392053499
파파,605556.7657174771
점박이:한반도의 공룡3D,15961.358701753687
댄싱퀸,4517969.067880574
누구의 딸도 아닌 해원,1625.6346257916045
신세계,1160229.7293747072
굿바이 홈런,2684.058686323102
불륜의 시대,1457.6494905893392
남쪽으로 튀어,1131029.4081466086
좋은 친구들,816082.5546875879
지슬 - 끝나지 않은 세월 2,3460.6453757510517
누구나 제 명에 죽고 싶다,2828.710645354503
사이코메트리,435976.98700982024
환상속의 그대,6363.1765872332135
몽타주,1173926.5935794518
"힘내세요, 병헌씨",5050.483341267656
꼭두각시,2233.6409853818664
홀리,3706.2794300292444
마이 라띠마,342873.1050190952
더 테러 라이브,442326.43450901785
슈퍼피쉬 - 끝없는 여정,5142.830562976319
콩가네,1320.1446330641656
허풍,1638.1122554478497
젊은 엄마,998.193136307185
노라노,3884.0218067414726
노브레싱,23223.51622808079
말하는 건축 시티:홀,4604.956159515099
댄서김의 은밀한 교수법,272.9477978984303
소원,344666.9080380466
고양이 소녀,1277.3693226892078
롤플레이 2 : 동침,599.1894810459322
동창생,853932.8287769004
용의자,1286083.2363633772
미녀전쟁,1148.3877319132457
캐치미,1122170.1357202905
그 강아지 그 고양이,52174.67573194839
화려한 외출,738.7481360228057
오하이오 삿포로,357.6166122063601
마이 리틀 히어로,703068.5222480183
박수건달,1538736.1370907049
배꼽,37566.54271699199
나가요 미스콜,750.8910969025083
우아한 거짓말,539193.2388348198
미스터 컴퍼니,2731.7853401555267
우리별 일호와 얼룩소,2442.3455345341426
찌라시: 위험한 소문,1160765.6671461656
조선미녀삼총사,737246.5522596125
만찬,6842.671271613163
한 번도 안 해본 여자,2386.379211320827
살인자,2347.8804131478028
  이것이 우리의 끝이다,6900.773500644012
그댄 나의 뱀파이어,1559.7387904531809
황제를 위하여,273263.21783740446
레디액션! 폭력영화,2584.7202026113514
스퀴시랜드,8151.620547621327
우는 남자,3695748.8031628574
하이힐,1026823.0731795265
도희야,86973.5759324545
표적,327429.97388829803
10분,60230.69737386682
메이크 유어 무브,148245.60608353885
카토 프로젝트,770.4652184983978
녀녀녀,1007.1088678791124
방황하는 칼날,976292.6472249913
바리새인,1540.6612820814937
욕망의 독: 중독,1809.4066585054475
설계,3766.6430088882444
레쓰링,297.33237366985367
원 컷 - 어느 친절한 살인자의 기록,1864.5301319440287
픽업 아티스트,7192.62467465109
옹녀뎐,1249.4500998076594
왓니껴,6196.13371574022
족구왕,65687.58560229692
내 연애의 기억,1541.9817577169374
바세코의 아이들,3506.5873847704124
명량,5918874.3654103605
군도: 민란의 시대,5532187.025041214
산타바바라,1971.8422790438892
나는 야한 여자가 좋다,855.5226923491728
숙희,987.2517201521609
더 테너 리리코 스핀토,46773.779708325295
기술자들,1075130.4808379693
신화 라이브 3D 더 레전드 컨티뉴스,2128.1183118341874
악사들,1800.6098056231806
울언니,2110.4561948366286
정사: 위험한 성적유희,258.4996614022043
레디액션 청춘,265854.28475931566
"제자, 옥한흠",4535.366237147357
환상,1183.984349270222
위층여자,672.5322039165823
가자! 장미여관으로 3 - 방황,769.9702333835935
나는 야한 여자가 좋다 3,855.5226923491728
스물,908715.3814902384
그라운드의 이방인,1255.5187662467874
살인의뢰,142936.9053293612
살인캠프,1432.5163414822675
헬머니,574375.126806896
조류인간,5415.437544657351
최강전사 미니특공대 : 새로운 악당의 습격,976.0650137002102
생각보다 맑은,2879.8899204804666
고양이 장례식,5802.316149037337
설해,8058.897239421865
나의 절친 악당들,917889.9221209813
연평해전,850897.7670492843
극비수사,771495.9293962163
성난 화가,3389.2118296712133
은밀한 유혹,1101297.6762105466
혜경궁 홍씨,1238.2656675572548
무뢰한,814023.1102789554
간신,3410509.228298404
연애의 맛,90207.78253255339
잡식가족의 딜레마,2680.886289476914
플랑크 상수,957.4766868352317
장수상회,846336.7349494105
파울볼,2502.7444952355704
춘희막이,2012.3413391675801
덫: 치명적인 유혹,3331.126719260358
션샤인 러브,1923.5157690237825
사도,1160954.424859395
돼지 같은 여자,48547.8198160577
사랑이 이긴다,2021.7345743497403
슈퍼레이서 엔지,4290.01335488716
제 7기사단,5186.848211603511
고백,1521.4955027531316
미쓰 와이프,438760.44534525124
위로공단,3391.5522310577867
베테랑,4970946.516041443
악인은 살아 있다,2651.5828342304435
쓰리 썸머 나잇,208060.4565966601
마돈나,9503.971125850276
"나의 아들, 나의 어머니",1235.0621108976745
슬픈남자,1079.2815784377788
타이밍,4676.814623073266
타투,7579.219194557993
어떤이의 꿈,738.82618373178
해에게서 소년에게,1155.9381201823667
울보 권투부,1867.1434690994342
어떤살인,96072.8548137888
말하지 못한 비밀,2308.398806468178
조선안방 스캔들-칠거지악 2,913.0430310423097
