title,box_off_num
더 테너 리리코 스핀토,143058.6324889048
기술자들,1427333.1618625883
신화 라이브 3D 더 레전드 컨티뉴스,1991.868025929593
악사들,1963.5034076200682
울언니,1888.711749916215
정사: 위험한 성적유희,364.1281573182596
레디액션 청춘,596786.0955359031
"제자, 옥한흠",5110.597325316059
환상,1274.7234711734923
위층여자,484.9837695967032
가자! 장미여관으로 3 - 방황,790.0982123952758
나는 야한 여자가 좋다 3,670.7680303717407
스물,969588.646431039
그라운드의 이방인,3085.2759494148763
살인의뢰,247147.98158450986
살인캠프,1422.0260458363077
헬머니,544013.3167145079
조류인간,7137.0471295498855
최강전사 미니특공대 : 새로운 악당의 습격,2894.68107653194
생각보다 맑은,4091.6004136666743
고양이 장례식,8787.638364126025
설해,16726.54098030993
나의 절친 악당들,809309.7175027132
연평해전,1039614.5126589884
극비수사,898936.2272378386
성난 화가,3418.362746667071
은밀한 유혹,1215806.3784381535
혜경궁 홍씨,2710.8687545334733
무뢰한,738316.1823712048
간신,5116382.645461583
연애의 맛,113627.13287314132
잡식가족의 딜레마,3030.515079059673
플랑크 상수,1204.5333493087865
장수상회,1104406.4118633647
파울볼,3064.165529040148
춘희막이,1639.2237849755581
덫: 치명적인 유혹,2444.9588563674583
션샤인 러브,4110.713338340157
사도,1753738.4937191666
돼지 같은 여자,61503.1755282199
사랑이 이긴다,2147.7795153803486
슈퍼레이서 엔지,80728.432897615
제 7기사단,6630.230394620729
고백,1516.9153430757601
미쓰 와이프,616031.7643144139
위로공단,3008.3767766255046
베테랑,6893214.654812985
악인은 살아 있다,3824.228657635965
쓰리 썸머 나잇,259930.31372624243
마돈나,14510.455349389167
"나의 아들, 나의 어머니",861.0538409570131
슬픈남자,1564.5654667716983
타이밍,6546.823291438052
타투,16420.41082811728
어떤이의 꿈,800.8204085058948
해에게서 소년에게,1129.487278867112
울보 권투부,1607.449892858652
어떤살인,53610.49570091198
말하지 못한 비밀,3163.118577708426
조선안방 스캔들-칠거지악 2,683.5373700584267
