title,box_off_num
고양이 소녀,1541.580793633613
롤플레이 2 : 동침,661.567367156474
동창생,1544029.9784274122
용의자,1835911.719290846
미녀전쟁,2848.2902346342394
캐치미,852185.7493361897
그 강아지 그 고양이,26300.241546025027
화려한 외출,965.4921818166233
오하이오 삿포로,1068.4094510248533
마이 리틀 히어로,866768.6170677984
박수건달,1787320.562719375
배꼽,53367.714993939284
나가요 미스콜,1460.2345207500941
우아한 거짓말,460472.4488614104
미스터 컴퍼니,3318.017639535468
우리별 일호와 얼룩소,5690.2998990175465
찌라시: 위험한 소문,1016717.4532469753
조선미녀삼총사,847608.8769053014
만찬,9350.101540818116
한 번도 안 해본 여자,1866.6351944771855
살인자,2918.642399730407
  이것이 우리의 끝이다,4514.867981684954
그댄 나의 뱀파이어,1445.569550803536
황제를 위하여,283771.67171716574
레디액션! 폭력영화,3667.1048340060656
스퀴시랜드,13265.695787650997
우는 남자,4319077.622034051
하이힐,1122264.5224762314
도희야,42812.861379229544
표적,399739.30347123876
10분,29017.94350615013
메이크 유어 무브,70376.55492202718
카토 프로젝트,925.721275929932
녀녀녀,1166.0367775263585
방황하는 칼날,1131379.478574425
바리새인,2684.2958291899085
욕망의 독: 중독,1699.4487231962312
설계,4626.793216536715
레쓰링,1171.1150698255099
원 컷 - 어느 친절한 살인자의 기록,2472.7231412915453
픽업 아티스트,7375.127194096803
옹녀뎐,895.2720797536472
왓니껴,16395.25509151566
족구왕,44894.511503179696
내 연애의 기억,1215.81880865429
바세코의 아이들,3510.1478313775115
명량,6447245.44230854
군도: 민란의 시대,5789694.142990147
산타바바라,2225.758432822434
나는 야한 여자가 좋다,549.774660768638
숙희,625.0933284305547
더 테너 리리코 스핀토,97042.32166902427
기술자들,1077563.5127667764
신화 라이브 3D 더 레전드 컨티뉴스,3182.8635440697253
악사들,1939.2190146413025
울언니,1565.9397762891078
정사: 위험한 성적유희,381.85393143960226
레디액션 청춘,520924.1374539973
"제자, 옥한흠",8574.872995383274
환상,1374.6331477918518
위층여자,368.0014555889084
가자! 장미여관으로 3 - 방황,874.104804429557
나는 야한 여자가 좋다 3,549.774660768638
스물,902599.4107908981
그라운드의 이방인,4974.943444139107
살인의뢰,203442.62639757394
살인캠프,1646.6480029626457
헬머니,611522.0047146955
조류인간,7825.404847018393
최강전사 미니특공대 : 새로운 악당의 습격,4108.419493460572
생각보다 맑은,5085.771204032934
고양이 장례식,7439.255760358559
설해,11362.60244716342
나의 절친 악당들,886642.19452201
연평해전,956208.4159881051
극비수사,746991.7017211134
성난 화가,3939.513366654184
은밀한 유혹,1169440.3132558323
혜경궁 홍씨,2565.1469956360716
무뢰한,769220.0376831898
간신,4022731.169758062
연애의 맛,143386.74634901268
잡식가족의 딜레마,4507.1951014783235
플랑크 상수,1195.8803197397501
장수상회,853985.8983629184
파울볼,3570.9887061802024
춘희막이,1512.4586360523476
덫: 치명적인 유혹,2645.44873760504
션샤인 러브,3951.3188387335586
사도,1374787.6917141203
돼지 같은 여자,67856.89334156197
사랑이 이긴다,1711.1157913818283
슈퍼레이서 엔지,16419.37940781568
제 7기사단,7369.381210650234
고백,1656.7650504336557
미쓰 와이프,569630.7055177703
위로공단,3680.7547189276465
베테랑,5583650.570430993
악인은 살아 있다,3576.1501260447967
쓰리 썸머 나잇,302593.8101609767
마돈나,11227.159240618812
"나의 아들, 나의 어머니",1077.4553779351586
슬픈남자,1727.5651179647928
타이밍,8289.93726707181
타투,15213.08100438014
어떤이의 꿈,633.5187169843284
해에게서 소년에게,888.4995644934913
울보 권투부,1550.5507002784004
어떤살인,59844.18071575493
말하지 못한 비밀,3331.109904623551
조선안방 스캔들-칠거지악 2,573.7136665480842
