title,box_off_num
우는 남자,3233346.5893594804
하이힐,244243.45600041925
도희야,30194.33720083496
표적,395302.18642814335
10분,76684.66509256483
메이크 유어 무브,31346.1073062815
카토 프로젝트,760.5130624273788
녀녀녀,2306.816914392679
방황하는 칼날,210450.86628803538
바리새인,1645.0965803043778
욕망의 독: 중독,2681.375744937385
설계,5599.564481135249
레쓰링,806.5792929158978
원 컷 - 어느 친절한 살인자의 기록,1571.2758326920086
픽업 아티스트,18000.639524903127
옹녀뎐,4321.46159829264
왓니껴,57733.61564723369
족구왕,31526.11583961103
내 연애의 기억,10626.766698416739
바세코의 아이들,1930.1048601011648
명량,15085099.415284872
군도: 민란의 시대,98279072.95970276
산타바바라,18134.543681788025
나는 야한 여자가 좋다,915.5227876516275
숙희,3230.999029999967
더 테너 리리코 스핀토,129522.38490527293
기술자들,866215.0540479568
신화 라이브 3D 더 레전드 컨티뉴스,761.1773303066974
악사들,6021.185449128573
울언니,11005.904683572713
정사: 위험한 성적유희,292.4626559043926
레디액션 청춘,166269.34907341562
"제자, 옥한흠",8287.014419369149
환상,1775.1881790776683
위층여자,1082.8067683276959
가자! 장미여관으로 3 - 방황,2477.3921502633825
나는 야한 여자가 좋다 3,915.5227876516275
스물,680593.7173026184
그라운드의 이방인,2603.397040382765
살인의뢰,50630.96570881999
살인캠프,690.4719419515891
헬머니,359968.29606363486
조류인간,15203.510510823471
최강전사 미니특공대 : 새로운 악당의 습격,185.64000328403677
생각보다 맑은,518.626197563538
고양이 장례식,22988.351655546154
설해,43128.736275080606
나의 절친 악당들,879925.6597668439
연평해전,471988.5867227696
극비수사,2086645.0646848483
성난 화가,7614.127391166898
은밀한 유혹,261805.18126107485
혜경궁 홍씨,2189.599778344283
무뢰한,261458.53644706216
간신,4258876.022749274
연애의 맛,55631.35306490381
잡식가족의 딜레마,630.9632329936242
플랑크 상수,1823.9737349435552
장수상회,523162.8714705619
파울볼,4086.7753475255586
춘희막이,2528.63000094424
덫: 치명적인 유혹,5082.872774675932
션샤인 러브,14333.117549655079
사도,7576961.754170086
돼지 같은 여자,31642.91708912475
사랑이 이긴다,12835.136101107928
슈퍼레이서 엔지,7644418.502660444
제 7기사단,6078.509706918675
고백,3022.2164873018073
미쓰 와이프,207426.00113154546
위로공단,6339.609332161281
베테랑,4318784.297270246
악인은 살아 있다,15384.328568996189
쓰리 썸머 나잇,131688.878082937
마돈나,34574.20994779619
"나의 아들, 나의 어머니",543.4155612439729
슬픈남자,4981.711631877018
타이밍,9099.824762802307
타투,25014.730965855997
어떤이의 꿈,2680.1851901109976
해에게서 소년에게,1434.7358291233027
울보 권투부,3060.260476335351
어떤살인,20866.462323696163
말하지 못한 비밀,10553.29462795651
조선안방 스캔들-칠거지악 2,910.5536107457856
